,Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
45,0.5106,Mon Nov 27 18:50:57 +0000 2017,0.845,0.0,0.155,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @nytimesbooks: This Booker Prize finalist is a beguiling patchwork of influences held together by Fiona Mozley’s distinct voice https://…,46
46,-0.296,Mon Nov 27 18:31:01 +0000 2017,0.896,0.104,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Confusion reigned at a federal consumer agency as two bosses showed up, one an Obama holdover, the other a Trump pi… https://t.co/Bzq1Cwkuvv",47
47,-0.3182,Mon Nov 27 18:16:04 +0000 2017,0.67,0.196,0.134,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",There are many evidence-based prevention programs that could be usefully applied to the opioid crisis https://t.co/44lgWGTO5q,48
48,-0.6124,Mon Nov 27 18:02:46 +0000 2017,0.6,0.4,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Leading health organizations now recognize chronic fatigue as a serious long-term illness https://t.co/hSFgvg7VJF,49
49,0.3612,Mon Nov 27 17:47:44 +0000 2017,0.906,0.0,0.094,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @mairalg: I'm collecting readers' thoughts on Pixar's ""Coco"" for an article. What did you think of the film? What was it like seeing the…",50
50,-0.8126,Mon Nov 27 17:31:07 +0000 2017,0.656,0.344,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A blogger was sentenced to prison for posting reports on a chemical spill that devastated the coast of central Viet… https://t.co/xsutsRMiyY,51
51,0.3612,Mon Nov 27 17:16:11 +0000 2017,0.839,0.0,0.161,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Republicans are ready to speed their tax bill to a vote in the Senate https://t.co/zjSvnLTxqA,52
52,0.0,Mon Nov 27 17:02:46 +0000 2017,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @VVFriedman: Can Meghan Markle break out of the royal style box? Just imagine the clothes her patronage will sell (bet you the British f…,53
53,-0.1531,Mon Nov 27 16:47:19 +0000 2017,0.385,0.615,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Awkward. 
https://t.co/7Yy3JlNuXS",54
54,0.0,Mon Nov 27 16:31:03 +0000 2017,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Too many Cyber Monday emails? Let our colleagues at @Wirecutter, an NYT company, do the deal-hunting for you. https://t.co/BuJNZLqddg",55
55,-0.6249,Mon Nov 27 16:16:06 +0000 2017,0.843,0.157,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","It’s not just the subways: New York’s bus system is in crisis. Ridership is way down, and average speed is under 8… https://t.co/A0xZvrogRN",56
56,0.5859,Mon Nov 27 16:01:04 +0000 2017,0.826,0.0,0.174,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Trump suggested a contest for the “most dishonest” media outlet. He said the winner would receive a “FAKE NEWS TROP… https://t.co/mXruvzXGmD,57
57,0.0,Mon Nov 27 15:44:04 +0000 2017,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesarts: ""Coco"" is the fourth-biggest Thanksgiving movie ever https://t.co/xP1pIDrpHY",58
58,0.0,Mon Nov 27 15:31:05 +0000 2017,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Is the Golden State really a progressive utopia? Hardly, according to new research. https://t.co/fukY56ikiV",59
59,0.5267,Mon Nov 27 15:15:11 +0000 2017,0.769,0.069,0.162,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Fontana was best known for his slashes on canvas. An exhibition is casting a new light on a less known part of his… https://t.co/RkdAuafKRJ,60
60,0.1245,Mon Nov 27 20:01:06 +0000 2017,0.795,0.09,0.114,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A cafe’s sign that joked about “happily gentrifying” a Denver neighborhood did not go down well with the neighbors https://t.co/cuVk7MtPLs,61
61,0.7184,Mon Nov 27 19:47:52 +0000 2017,0.714,0.0,0.286,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @kchangnyt: Trust me. This is is an interesting story about international treaties, bureaucracy and regulations. https://t.co/WmozinTwkl",62
62,0.2732,Mon Nov 27 19:31:03 +0000 2017,0.9,0.0,0.1,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After a week of upheaval, Angela Merkel turned to her old coalition partners. “We need to create stability,"" she sa… https://t.co/Gm1FfJpXSd",63
63,-0.6549,Mon Nov 27 19:16:05 +0000 2017,0.76,0.24,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Buying a fully assembled gun is a process subject to a host of regulations. But anyone can make a gun at home. https://t.co/Y3tvHhwtxB,64
64,-0.5267,Mon Nov 27 19:02:07 +0000 2017,0.747,0.253,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Senator Al Franken, battling for his political life, responded to accusations of groping https://t.co/cav6NJHBmm https://t.co/xDPJuEK6sF",65
65,0.5106,Mon Nov 27 18:50:57 +0000 2017,0.845,0.0,0.155,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @nytimesbooks: This Booker Prize finalist is a beguiling patchwork of influences held together by Fiona Mozley’s distinct voice https://…,66
66,-0.296,Mon Nov 27 18:31:01 +0000 2017,0.896,0.104,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Confusion reigned at a federal consumer agency as two bosses showed up, one an Obama holdover, the other a Trump pi… https://t.co/Bzq1Cwkuvv",67
67,-0.3182,Mon Nov 27 18:16:04 +0000 2017,0.67,0.196,0.134,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",There are many evidence-based prevention programs that could be usefully applied to the opioid crisis https://t.co/44lgWGTO5q,68
68,-0.6124,Mon Nov 27 18:02:46 +0000 2017,0.6,0.4,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Leading health organizations now recognize chronic fatigue as a serious long-term illness https://t.co/hSFgvg7VJF,69
69,0.3612,Mon Nov 27 17:47:44 +0000 2017,0.906,0.0,0.094,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @mairalg: I'm collecting readers' thoughts on Pixar's ""Coco"" for an article. What did you think of the film? What was it like seeing the…",70
70,-0.8126,Mon Nov 27 17:31:07 +0000 2017,0.656,0.344,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A blogger was sentenced to prison for posting reports on a chemical spill that devastated the coast of central Viet… https://t.co/xsutsRMiyY,71
71,0.3612,Mon Nov 27 17:16:11 +0000 2017,0.839,0.0,0.161,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Republicans are ready to speed their tax bill to a vote in the Senate https://t.co/zjSvnLTxqA,72
72,0.0,Mon Nov 27 17:02:46 +0000 2017,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @VVFriedman: Can Meghan Markle break out of the royal style box? Just imagine the clothes her patronage will sell (bet you the British f…,73
73,-0.1531,Mon Nov 27 16:47:19 +0000 2017,0.385,0.615,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Awkward. 
https://t.co/7Yy3JlNuXS",74
74,0.0,Mon Nov 27 16:31:03 +0000 2017,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Too many Cyber Monday emails? Let our colleagues at @Wirecutter, an NYT company, do the deal-hunting for you. https://t.co/BuJNZLqddg",75
75,-0.6249,Mon Nov 27 16:16:06 +0000 2017,0.843,0.157,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","It’s not just the subways: New York’s bus system is in crisis. Ridership is way down, and average speed is under 8… https://t.co/A0xZvrogRN",76
76,0.5859,Mon Nov 27 16:01:04 +0000 2017,0.826,0.0,0.174,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Trump suggested a contest for the “most dishonest” media outlet. He said the winner would receive a “FAKE NEWS TROP… https://t.co/mXruvzXGmD,77
77,0.0,Mon Nov 27 15:44:04 +0000 2017,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesarts: ""Coco"" is the fourth-biggest Thanksgiving movie ever https://t.co/xP1pIDrpHY",78
78,0.0,Mon Nov 27 15:31:05 +0000 2017,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Is the Golden State really a progressive utopia? Hardly, according to new research. https://t.co/fukY56ikiV",79
79,0.5267,Mon Nov 27 15:15:11 +0000 2017,0.769,0.069,0.162,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Fontana was best known for his slashes on canvas. An exhibition is casting a new light on a less known part of his… https://t.co/RkdAuafKRJ,80
80,0.1245,Mon Nov 27 20:01:06 +0000 2017,0.795,0.09,0.114,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A cafe’s sign that joked about “happily gentrifying” a Denver neighborhood did not go down well with the neighbors https://t.co/cuVk7MtPLs,81
81,0.7184,Mon Nov 27 19:47:52 +0000 2017,0.714,0.0,0.286,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @kchangnyt: Trust me. This is is an interesting story about international treaties, bureaucracy and regulations. https://t.co/WmozinTwkl",82
82,0.2732,Mon Nov 27 19:31:03 +0000 2017,0.9,0.0,0.1,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After a week of upheaval, Angela Merkel turned to her old coalition partners. “We need to create stability,"" she sa… https://t.co/Gm1FfJpXSd",83
83,-0.6549,Mon Nov 27 19:16:05 +0000 2017,0.76,0.24,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Buying a fully assembled gun is a process subject to a host of regulations. But anyone can make a gun at home. https://t.co/Y3tvHhwtxB,84
84,-0.5267,Mon Nov 27 19:02:07 +0000 2017,0.747,0.253,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Senator Al Franken, battling for his political life, responded to accusations of groping https://t.co/cav6NJHBmm https://t.co/xDPJuEK6sF",85
85,0.5106,Mon Nov 27 18:50:57 +0000 2017,0.845,0.0,0.155,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @nytimesbooks: This Booker Prize finalist is a beguiling patchwork of influences held together by Fiona Mozley’s distinct voice https://…,86
86,-0.296,Mon Nov 27 18:31:01 +0000 2017,0.896,0.104,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Confusion reigned at a federal consumer agency as two bosses showed up, one an Obama holdover, the other a Trump pi… https://t.co/Bzq1Cwkuvv",87
87,-0.3182,Mon Nov 27 18:16:04 +0000 2017,0.67,0.196,0.134,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",There are many evidence-based prevention programs that could be usefully applied to the opioid crisis https://t.co/44lgWGTO5q,88
88,-0.6124,Mon Nov 27 18:02:46 +0000 2017,0.6,0.4,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Leading health organizations now recognize chronic fatigue as a serious long-term illness https://t.co/hSFgvg7VJF,89
89,0.3612,Mon Nov 27 17:47:44 +0000 2017,0.906,0.0,0.094,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @mairalg: I'm collecting readers' thoughts on Pixar's ""Coco"" for an article. What did you think of the film? What was it like seeing the…",90
90,-0.8126,Mon Nov 27 17:31:07 +0000 2017,0.656,0.344,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A blogger was sentenced to prison for posting reports on a chemical spill that devastated the coast of central Viet… https://t.co/xsutsRMiyY,91
91,0.3612,Mon Nov 27 17:16:11 +0000 2017,0.839,0.0,0.161,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Republicans are ready to speed their tax bill to a vote in the Senate https://t.co/zjSvnLTxqA,92
92,0.0,Mon Nov 27 17:02:46 +0000 2017,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @VVFriedman: Can Meghan Markle break out of the royal style box? Just imagine the clothes her patronage will sell (bet you the British f…,93
93,-0.1531,Mon Nov 27 16:47:19 +0000 2017,0.385,0.615,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Awkward. 
https://t.co/7Yy3JlNuXS",94
94,0.0,Mon Nov 27 16:31:03 +0000 2017,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Too many Cyber Monday emails? Let our colleagues at @Wirecutter, an NYT company, do the deal-hunting for you. https://t.co/BuJNZLqddg",95
95,-0.6249,Mon Nov 27 16:16:06 +0000 2017,0.843,0.157,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","It’s not just the subways: New York’s bus system is in crisis. Ridership is way down, and average speed is under 8… https://t.co/A0xZvrogRN",96
96,0.5859,Mon Nov 27 16:01:04 +0000 2017,0.826,0.0,0.174,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Trump suggested a contest for the “most dishonest” media outlet. He said the winner would receive a “FAKE NEWS TROP… https://t.co/mXruvzXGmD,97
97,0.0,Mon Nov 27 15:44:04 +0000 2017,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesarts: ""Coco"" is the fourth-biggest Thanksgiving movie ever https://t.co/xP1pIDrpHY",98
98,0.0,Mon Nov 27 15:31:05 +0000 2017,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Is the Golden State really a progressive utopia? Hardly, according to new research. https://t.co/fukY56ikiV",99
99,0.5267,Mon Nov 27 15:15:11 +0000 2017,0.769,0.069,0.162,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Fontana was best known for his slashes on canvas. An exhibition is casting a new light on a less known part of his… https://t.co/RkdAuafKRJ,100
